0,0,0,0,113781.
0,0,503453,0,223826.
0,0,1006671,0,333826.
0,503485,1006671,0,443835.
0,503485,1509889,0,553837.
0,1006808,1509889,0,663838.
0,1006808,2013113,0,773836.
0,1510126,2013113,0,883836.
0,1510126,2013113,0,893831.
0,1510126,2516337,0,1003838.
0,1510126,3019564,0,1113839.
0,2013443,3019564,0,1223837.
0,2013443,3522784,0,1333837.
0,2516758,3522784,0,1443836.
0,2516758,4026002,0,1553838.
0,3020080,4026002,0,1663838.
0,3020080,4026002,0,1673833.
0,3020080,4529220,0,1783838.
0,3020080,5032438,0,1893839.
0,3523410,5032438,0,2003839.
