0,0,0,0,113816.
0,0,149767,0,153863.
0,0,299306,0,193863.
0,149790,299306,0,233869.
0,149790,448837,0,273870.
0,299424,448837,0,313870.
0,299424,598376,0,353872.
0,449059,598376,0,393870.
0,449059,598376,0,403865.
0,449059,747911,0,443871.
0,449059,897450,0,483872.
0,598694,897450,0,523870.
0,598694,1046990,0,563873.
0,748331,1046990,0,603872.
0,748331,1196527,0,643873.
0,897964,1196527,0,683872.
0,897964,1196527,0,693867.
0,897964,1346065,0,733873.
0,897964,1495605,0,773874.
0,1047595,1495605,0,813873.
