0,0,0,0,113798.
0,0,149773,0,153844.
0,0,299302,0,193843.
0,149791,299302,0,233849.
0,149791,448837,0,273851.
0,299422,448837,0,313851.
0,299422,598368,0,353852.
0,449060,598368,0,393851.
0,449060,747899,0,433853.
0,449060,897443,0,473852.
0,598692,897443,0,513851.
0,598692,1046977,0,553853.
0,748336,1046977,0,593853.
0,748336,1196512,0,633855.
0,897974,1196512,0,673854.
0,897974,1346053,0,713855.
0,897974,1495583,0,753856.
0,1047610,1495583,0,793854.
0,1047610,1645115,0,833856.
0,1197245,1645115,0,873855.
0,1197245,1794652,0,913856.
0,1346877,1794652,0,953856.
0,1346877,1944188,0,993855.
0,1346877,2093721,0,1033856.
0,1496505,2093721,0,1073856.
0,1496505,2243255,0,1113856.
0,1646146,2243255,0,1153855.
0,1646146,2392787,0,1193856.
0,1795784,2392787,0,1233855.
0,1795784,2542323,0,1273857.
0,1795784,2691854,0,1313855.
0,1945418,2691854,0,1353856.
0,1945418,2841385,0,1393856.
0,2095062,2841385,0,1433855.
0,2095062,2990921,0,1473856.
0,2244700,2990921,0,1513857.
0,2244700,3140458,0,1553857.
0,2244700,3289995,0,1593857.
0,2394335,3289995,0,1633856.
0,2394335,3439530,0,1673857.
0,2543965,3439530,0,1713856.
0,2543965,3589062,0,1753857.
0,2693602,3589062,0,1793856.
0,2693602,3738592,0,1833856.
0,2693602,3888127,0,1873857.
0,2843231,3888127,0,1913857.
0,2843231,4037666,0,1953857.
0,2992857,4037666,0,1993855.
0,2992857,4187200,0,2033857.
0,3142497,4187200,0,2073856.
0,3142497,4336733,0,2113857.
0,3142497,4486267,0,2153856.
0,3292129,4486267,0,2193856.
0,3292129,4635801,0,2233858.
0,3441763,4635801,0,2273855.
0,3441763,4785333,0,2313857.
0,3591401,4785333,0,2353858.
0,3591401,4934872,0,2393858.
0,3591401,5084403,0,2433857.
0,3741037,5084403,0,2473856.
0,3741037,5233935,0,2513857.
0,3890672,5233935,0,2553856.
0,3890672,5383467,0,2593857.
0,4040307,5383467,0,2633857.
0,4040307,5532997,0,2673857.
0,4040307,5682532,0,2713857.
0,4189936,5682532,0,2753857.
0,4189936,5832071,0,2793857.
0,4339567,5832071,0,2833855.
0,4339567,5981610,0,2873857.
0,4489210,5981610,0,2913857.
0,4489210,6131144,0,2953857.
0,4489210,6280669,0,2993856.
0,4638842,6280669,0,3033855.
0,4638842,6430206,0,3073858.
0,4788476,6430206,0,3113855.
0,4788476,6579739,0,3153856.
0,4938113,6579739,0,3193857.
0,4938113,6729281,0,3233857.
0,4938113,6878815,0,3273858.
0,5087750,6878815,0,3313856.
0,5087750,7028347,0,3353857.
0,5237381,7028347,0,3393856.
0,5237381,7177886,0,3433859.
0,5387017,7177886,0,3473856.
0,5387017,7327419,0,3513859.
0,5387017,7476956,0,3553857.
0,5536648,7476956,0,3593856.
0,5536648,7626496,0,3633857.
0,5686280,7626496,0,3673855.
0,5686280,7776028,0,3713857.
0,5835924,7776028,0,3753857.
0,5835924,7925563,0,3793858.
0,5835924,8075093,0,3833858.
0,5985563,8075093,0,3873857.
0,5985563,8224625,0,3913858.
0,6135197,8224625,0,3953857.
0,6135197,8374158,0,3993858.
0,6284828,8374158,0,4033857.
0,6284828,8523694,0,4073857.
