0,0,0,0,113797.
0,503454,0,0,223841.
0,1006773,0,0,333842.
0,1510092,0,0,443842.
0,2013409,0,0,553843.
0,2013409,503478,0,663852.
0,2013409,1006702,0,773854.
0,2013409,1509923,0,883855.
0,2013409,1509923,0,893848.
0,2516727,1509923,0,1003854.
0,3020053,1509923,0,1113850.
0,3523373,1509923,0,1223854.
0,4026688,1509923,0,1333853.
0,4026688,2013142,0,1443853.
0,4026688,2516358,0,1553855.
0,4026688,3019574,0,1663855.
0,4026688,3019574,0,1673849.
0,4530009,3019574,0,1783853.
0,5033341,3019574,0,1893854.
0,5536657,3019574,0,2003853.
