0,0,0,0,113799.
0,48719,0,0,133843.
0,97295,0,0,153843.
0,145874,0,0,173843.
0,194454,0,0,193844.
0,194454,48734,0,213850.
0,194454,97224,0,233853.
0,194454,145703,0,253853.
0,243033,145703,0,273852.
0,291623,145703,0,293853.
0,340205,145703,0,313852.
0,388790,145703,0,333853.
0,388790,194191,0,353855.
0,388790,242675,0,373853.
0,388790,291155,0,393853.
0,437371,291155,0,413854.
0,485955,291155,0,433852.
0,534540,291155,0,453854.
0,583114,291155,0,473852.
0,583114,339637,0,493855.
0,583114,388118,0,513855.
0,583114,436601,0,533855.
0,631701,436601,0,553854.
0,680287,436601,0,573852.
0,728869,436601,0,593854.
0,777453,436601,0,613853.
0,777453,485081,0,633854.
0,777453,533561,0,653853.
0,777453,582041,0,673856.
0,826037,582041,0,693854.
0,874614,582041,0,713854.
0,923193,582041,0,733854.
0,971777,582041,0,753853.
0,971777,630522,0,773855.
0,971777,679010,0,793854.
0,971777,727498,0,813856.
0,1020354,727498,0,833855.
0,1068933,727498,0,853856.
0,1117524,727498,0,873857.
0,1166109,727498,0,893854.
0,1166109,775980,0,913857.
0,1166109,824464,0,933856.
0,1166109,872945,0,953857.
0,1214691,872945,0,973855.
0,1263271,872945,0,993856.
0,1311852,872945,0,1013855.
0,1360430,872945,0,1033854.
0,1360430,921424,0,1053858.
0,1360430,969907,0,1073857.
0,1360430,1018390,0,1093858.
0,1409013,1018390,0,1113856.
0,1457600,1018390,0,1133857.
0,1506186,1018390,0,1153856.
0,1554767,1018390,0,1173857.
0,1554767,1066875,0,1193858.
0,1554767,1115356,0,1213857.
0,1554767,1163837,0,1233856.
0,1603348,1163837,0,1253857.
0,1651932,1163837,0,1273856.
0,1700509,1163837,0,1293857.
0,1749088,1163837,0,1313858.
0,1749088,1212320,0,1333857.
0,1749088,1260801,0,1353857.
0,1749088,1309289,0,1373860.
0,1797680,1309289,0,1393857.
0,1846266,1309289,0,1413856.
0,1894847,1309289,0,1433857.
0,1943434,1309289,0,1453858.
0,1943434,1357769,0,1473858.
0,1943434,1406247,0,1493856.
0,1943434,1454727,0,1513859.
0,1992017,1454727,0,1533856.
0,2040595,1454727,0,1553857.
0,2089174,1454727,0,1573857.
0,2137754,1454727,0,1593855.
0,2137754,1503208,0,1613858.
0,2137754,1551688,0,1633859.
0,2137754,1600176,0,1653858.
0,2186332,1600176,0,1673856.
0,2234918,1600176,0,1693857.
0,2283505,1600176,0,1713857.
0,2332086,1600176,0,1733855.
0,2332086,1648658,0,1753859.
0,2332086,1697143,0,1773859.
0,2332086,1745627,0,1793858.
0,2380666,1745627,0,1813857.
0,2429246,1745627,0,1833858.
0,2477826,1745627,0,1853855.
0,2526403,1745627,0,1873857.
0,2526403,1794106,0,1893859.
0,2526403,1842592,0,1913858.
0,2526403,1891075,0,1933859.
0,2574976,1891075,0,1953858.
0,2623568,1891075,0,1973857.
0,2672154,1891075,0,1993856.
0,2720735,1891075,0,2013857.
0,2720735,1939563,0,2033858.
0,2720735,1988044,0,2053857.
0,2720735,2036524,0,2073859.
0,2769320,2036524,0,2093858.
